MMSI#;IMO#;Kallesignal;Skipsnavn;Passeringer;Tidspunkt (UTC);Skipstype;BT;DWT;L;B;H;D;Land
257333000;9693848;LGJQ;TERNINGEN;1;01.11.2021 09:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;01.11.2021 12:02;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;28.12.2021 05:21;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;23.10.2021 06:46;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;23.10.2021 13:46;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;22.04.2021 07:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;01.11.2021 18:18;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;22.04.2021 04:21;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;28.12.2021 08:12;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;28.12.2021 13:47;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;22.10.2021 09:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;22.10.2021 11:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;22.10.2021 17:19;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;22.10.2021 20:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;28.12.2021 16:27;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;13.12.2021 09:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;01.11.2021 20:59;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;16.02.2021 08:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;25.09.2021 06:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;18.06.2021 20:01;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;18.06.2021 17:18;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;18.06.2021 11:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;18.06.2021 08:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;25.09.2021 13:49;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;20.04.2021 12:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;14.05.2021 19:56;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;14.05.2021 17:16;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;13.02.2021 07:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;14.05.2021 11:01;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;13.02.2021 14:41;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;21.10.2021 04:21;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;21.10.2021 07:11;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;22.02.2021 20:59;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;17.06.2021 15:27;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;17.06.2021 12:50;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;17.06.2021 07:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;17.06.2021 04:21;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;06.01.2021 20:59;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;06.01.2021 18:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;06.01.2021 12:01;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;06.01.2021 09:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;21.10.2021 13:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;21.10.2021 15:44;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;14.05.2021 09:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;10.01.2022 18:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;22.02.2021 18:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;22.02.2021 12:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;20.04.2021 07:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;20.04.2021 04:22;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;18.12.2021 07:46;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;29.01.2021 09:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;29.01.2021 12:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;29.01.2021 18:18;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;29.01.2021 21:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;22.02.2021 09:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;20.10.2021 08:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;16.06.2021 20:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;16.06.2021 17:18;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;16.06.2021 11:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;16.06.2021 08:45;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;20.10.2021 11:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;20.10.2021 17:18;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;20.10.2021 20:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;24.09.2021 08:50;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;24.09.2021 11:15;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;24.09.2021 17:30;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;24.09.2021 20:01;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;21.12.2021 05:21;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;21.12.2021 08:12;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;28.06.2021 20:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257333000;9693848;LGJQ;TERNINGEN;1;15.01.2021 12:00;Passenger Ship;492;;40;10,80000019;0;1,080000043;NORGE
257458000;9906958;LGJF;RO SAILOR;1;27.01.2022 21:00;Fish Carrier;2999;;79,26999664;15;0;0;NORGE
257458000;9906958;LGJF;RO SAILOR;1;28.01.2022 18:00;Fish Carrier;2999;;79,26999664;15;0;0;NORGE
257200000;9039119;LGIY;KONG HARALD;1;23.11.2021 07:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;04.03.2021 13:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;23.12.2021 04:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;14.07.2021 12:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;04.04.2021 06:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;28.04.2021 06:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;28.04.2021 12:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;09.11.2021 10:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;17.01.2022 14:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;26.12.2021 13:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;26.12.2021 07:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;09.11.2021 04:01;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;01.11.2021 07:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;15.09.2021 09:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;15.09.2021 03:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;07.02.2021 03:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;06.05.2021 02:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;06.05.2021 09:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;16.01.2021 10:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;02.08.2021 02:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;22.06.2021 06:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;22.06.2021 12:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;05.08.2021 12:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;26.03.2021 13:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;26.03.2021 07:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;02.08.2021 09:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;09.05.2021 06:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;09.05.2021 12:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;30.06.2021 09:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;17.04.2021 12:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;17.04.2021 06:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;15.12.2021 07:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;30.06.2021 02:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;08.01.2021 07:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;23.03.2021 10:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;15.12.2021 13:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;16.08.2021 06:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;26.09.2021 09:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;26.09.2021 03:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;27.08.2021 13:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;27.08.2021 07:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;18.02.2021 04:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;18.02.2021 10:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;03.07.2021 06:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;03.07.2021 12:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;08.01.2021 13:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;17.05.2021 02:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;17.05.2021 09:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;04.12.2021 07:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;03.04.2021 09:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;03.04.2021 03:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;04.12.2021 13:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;15.03.2021 13:46;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;15.03.2021 07:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;20.05.2021 06:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;20.05.2021 13:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;20.11.2021 04:01;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;23.12.2021 10:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;29.09.2021 12:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;29.09.2021 06:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;22.07.2021 03:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;07.02.2021 10:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;22.07.2021 09:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;16.01.2021 04:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;05.08.2021 06:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;29.10.2021 09:35;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;20.11.2021 10:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;29.10.2021 03:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;27.01.2021 10:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;28.05.2021 03:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;28.05.2021 09:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;01.12.2021 03:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;01.12.2021 10:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;12.11.2021 13:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;12.11.2021 07:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;31.05.2021 06:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;31.05.2021 12:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;27.01.2021 03:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;07.10.2021 09:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;07.10.2021 03:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;23.03.2021 04:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;12.12.2021 04:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;14.04.2021 09:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;16.01.2022 03:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;12.12.2021 10:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;28.01.2022 14:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;28.01.2022 08:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;14.04.2021 03:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;10.10.2021 12:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;10.10.2021 06:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;25.07.2021 05:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;13.08.2021 09:30;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;13.08.2021 02:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;12.03.2021 10:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;12.03.2021 03:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;25.07.2021 12:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;08.06.2021 02:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;08.06.2021 09:15;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;21.02.2021 07:00;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
257200000;9039119;LGIY;KONG HARALD;1;21.02.2021 13:45;Passenger/Ro-Ro Ship (Vehicles);11204;902;121,8000031;19,20000076;43,20000076;4,699999809;NORGE
