MMSI#;IMO#;Kallesignal;Skipsnavn;Passeringer;Tidspunkt (UTC);Skipstype;BT;DWT;L;B;H;D;Land
258478000;8019368;LLZY;VESTERALEN;1;26.01.2022 04:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;05.12.2021 13:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;04.07.2021 06:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;17.08.2021 12:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;28.08.2021 06:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;21.01.2021 14:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;27.12.2021 13:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;27.12.2021 07:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;30.10.2021 02:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;11.10.2021 05:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;30.10.2021 09:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;16.12.2021 13:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;13.12.2021 10:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;25.03.2021 03:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;03.03.2021 11:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;11.10.2021 12:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;10.05.2021 06:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;18.05.2021 02:32;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;21.05.2021 12:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;02.11.2021 07:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;29.01.2022 07:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;02.12.2021 03:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;10.11.2021 10:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;10.11.2021 04:01;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;02.12.2021 10:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;25.08.2021 03:02;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;29.01.2022 13:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;20.02.2021 10:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;20.02.2021 03:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;17.08.2021 06:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;13.11.2021 07:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;13.11.2021 13:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;12.06.2021 06:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;01.02.2021 13:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;29.04.2021 06:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;17.03.2021 07:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;13.12.2021 03:46;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;22.10.2021 12:43;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;25.03.2021 10:46;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;23.02.2021 13:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;12.06.2021 12:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;21.11.2021 03:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;22.10.2021 06:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;28.08.2021 12:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;02.11.2021 14:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;29.01.2021 10:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;29.01.2021 03:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;23.02.2021 07:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;30.09.2021 05:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;29.05.2021 09:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;29.05.2021 02:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;10.05.2021 12:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;14.03.2021 03:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;20.06.2021 09:14;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;23.07.2021 02:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;23.07.2021 09:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;18.01.2022 13:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;24.12.2021 03:46;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;24.12.2021 10:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;04.04.2021 09:30;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;23.06.2021 12:35;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;20.06.2021 02:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;04.04.2021 03:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;19.10.2021 09:15;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;19.10.2021 03:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;03.03.2021 04:00;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258478000;8019368;LLZY;VESTERALEN;1;29.04.2021 12:45;General Cargo/Passenger Ship;6261;900;108,5500031;16,51000023;0;4,599999905;NORGE
258375000;9267596;LLVU;RO CHIEF;1;04.07.2021 16:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;30.01.2021 18:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;16.02.2021 17:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;01.02.2021 00:32;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;15.08.2021 16:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;10.07.2021 15:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;22.08.2021 01:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;22.08.2021 14:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;09.07.2021 22:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;22.07.2021 20:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;18.03.2021 09:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;18.06.2021 03:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;30.01.2021 00:31;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;02.02.2021 19:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;10.01.2021 23:59;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;10.01.2021 05:31;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;14.08.2021 09:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;15.04.2021 14:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;02.09.2021 17:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;14.08.2021 23:59;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;31.12.2021 20:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;20.04.2021 12:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;15.10.2021 19:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;15.10.2021 13:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;01.09.2021 22:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;03.02.2021 20:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;18.03.2021 22:53;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;02.06.2021 18:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;16.08.2021 08:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;05.07.2021 09:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;19.02.2021 22:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;13.08.2021 17:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;07.06.2021 19:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;29.07.2021 15:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;08.04.2021 14:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;08.06.2021 11:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;29.04.2021 05:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;25.08.2021 02:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;15.04.2021 04:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;13.08.2021 07:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;12.08.2021 05:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;03.04.2021 02:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;17.04.2021 07:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;26.05.2021 05:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;30.03.2021 01:20;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;30.03.2021 10:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;30.07.2021 07:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;26.05.2021 20:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;30.07.2021 23:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;03.04.2021 11:41;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;17.07.2021 03:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;13.02.2021 21:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;03.06.2021 12:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;29.04.2021 21:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;18.02.2021 17:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;23.07.2021 12:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;16.04.2021 05:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;16.04.2021 14:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;12.08.2021 16:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;18.02.2021 00:31;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;23.07.2021 23:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;28.07.2021 17:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;20.02.2021 17:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;27.01.2021 14:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;27.01.2021 23:28;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;18.06.2021 23:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;27.05.2021 23:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;06.06.2021 18:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;06.06.2021 03:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;11.08.2021 11:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;18.07.2021 14:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;16.09.2021 05:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;14.04.2021 13:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;09.04.2021 21:31;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;02.04.2021 00:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;02.04.2021 10:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;28.03.2021 03:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;19.07.2021 20:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;23.08.2021 06:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;15.02.2021 22:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;05.06.2021 04:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;23.08.2021 16:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;18.08.2021 22:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;30.05.2021 09:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;18.08.2021 08:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;20.07.2021 07:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;17.08.2021 14:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;17.08.2021 01:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;04.04.2021 15:31;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;29.05.2021 17:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;20.06.2021 14:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;24.04.2021 02:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;10.04.2021 14:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;21.04.2021 03:46;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;21.07.2021 00:31;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;04.06.2021 12:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;19.06.2021 21:45;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;14.02.2021 16:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;31.03.2021 01:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;17.09.2021 00:47;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;28.05.2021 14:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;31.03.2021 10:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;28.01.2021 13:30;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;24.07.2021 18:15;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258375000;9267596;LLVU;RO CHIEF;1;18.07.2021 02:00;Live Fish Carrier (Well Boat);1066;1200;53,29999924;12;0;5,300000191;NORGE
258177000;9257448;LLVI;LADEJARL;1;10.06.2021 08:45;Passenger Ship;490;50;37,59999847;10,10000038;0;0;NORGE
258177000;9257448;LLVI;LADEJARL;1;28.01.2021 15:21;Passenger Ship;490;50;37,59999847;10,10000038;0;0;NORGE
258177000;9257448;LLVI;LADEJARL;1;28.01.2021 15:05;Passenger Ship;490;50;37,59999847;10,10000038;0;0;NORGE
258177000;9257448;LLVI;LADEJARL;1;28.01.2021 18:46;Passenger Ship;490;50;37,59999847;10,10000038;0;0;NORGE
258177000;9257448;LLVI;LADEJARL;1;28.01.2021 19:16;Passenger Ship;490;50;37,59999847;10,10000038;0;0;NORGE
258177000;9257448;LLVI;LADEJARL;1;19.03.2021 17:15;Passenger Ship;490;50;37,59999847;10,10000038;0;0;NORGE
258177000;9257448;LLVI;LADEJARL;1;13.08.2021 14:21;Passenger Ship;490;50;37,59999847;10,10000038;0;0;NORGE
258177000;9257448;LLVI;LADEJARL;1;10.03.2021 18:15;Passenger Ship;490;50;37,59999847;10,10000038;0;0;NORGE
258177000;9257448;LLVI;LADEJARL;1;10.03.2021 12:15;Passenger Ship;490;50;37,59999847;10,10000038;0;0;NORGE
